Sl,Text,Extracted Name,Extracted Location,Extracted Organization
1581,['his supporters said this meant he remained a candidate in case the race reached an impasse.'],[],[],[]
1582,['the united states on nov.'],[],"['united', 'states']",[]
1583,['19 vetoed his bid for re-election while the other 14 security council members supported him.'],[],[],['security']
1584,"['the move by the african states means that the council could begin voting on candidates next week, a procedure that could either result in a decision or turn into a bitter fight with vetoes against each nominee.']",[],['states'],[]
1585,"[""the security council has to vote on a new secretary-general and then seek the endorsement of the 185-members general assembly before december 31 when boutros-ghali's term expires.""]",['boutros-ghali'],[],"['security', 'council']"
1586,"[""-docstart- spain's police seize petrol bombs, arrest five.""]",[],['spain'],[]
1587,"[""madrid 1996-12-06 spanish police said on friday they had arrested five people and seized more than 90 petrol bombs during disturbances after a protest in the basque country against spain's constitution.""]",[],"['madrid', 'spain']",[]
1588,"['hooded protesters threw burning bottles and other objects at police in pamplona after the protest organised by herri batasuna, the political wing of basque separatist group eta.']","['herri', 'batasuna']",['pamplona'],"['hooded', 'eta']"
1589,"['police also confiscated eight kg( 18 lb) of screws, balaclavas and spray paint cans.']",[],['screws'],[]
1590,"[""the protest, which attracted several thousand supporters, coincided with the 18th anniversary of spain's constitution.""]",[],['spain'],[]
1591,"[""-docstart- mussolini's granddaughter rejoins far-right party.""]",[],[],"['mussolini', 'rejoins', 'far-right']"
1592,"[""rome 1996-12-06 alessandra mussolini, the granddaughter of italy's fascist dictator benito mussolini, said on friday she had rejoined the far-right national alliance( an) party she quit over policy differences last month.""]","['alessandra', 'mussolini', 'benito', 'mussolini']","['rome', 'italy']","['far-right', 'national', 'alliance']"
1593,"[""i've gone back,""]",[],[],[]
1594,"['she told a radio show shortly after an leader gianfranco fini, who was being interviewed on the programme, said the row had been resolved.']","['gianfranco', 'fini']",[],[]
1595,"[""he did n't want to lose me and i did n't want to lose him.""]",[],[],[]
1596,"[""fini told state radio rai he met mussolini thanks to the good offices of giuseppe tatarella, an's leader in the chamber of deputies( lower house), and had overcome their differences.""]","['fini', 'mussolini', 'giuseppe', 'tatarella']",[],['deputies']
1597,"['mussolini, 33, resigned from the parliamentary party group for what she said were strictly political reasons.']",['mussolini'],[],[]
1598,"['the fiery politician, who is also a niece of screen star sophia loren, had accused an leaders of stifling internal party debate.']",[],['loren'],[]
1599,"[""mussolini, who sits in the chamber, told la stampa newspaper last month after quitting an's parliamentary party that she was considering joining the neo-fascist social movement( ms-fiamma) formed by some of the duce's world war two followers.""]",['mussolini'],[],"['la', 'stampa', 'neo-fascist', 'social', 'movement', 'ms-fiamma']"
1600,['-docstart- german santa in bank nearly gets arrested.'],[],['santa'],[]
1601,"['hanover, germany 1996-12-06 a santa claus distributing presents to workers in a german bank on friday nearly ended up behind bars when a passing police patrol thought he was a robber in disguise.']",[],"['hanover', 'germany', 'santa']",[]
1602,"['the man, doing his rounds in the northern city of hanover on the day when german children traditionally receive small presents from saint nicholas, convinced police eventually that he was genuine.']","['saint', 'nicholas']",['hanover'],[]
1603,['-docstart- italy commission concludes 1997 budget examination.'],[],"['italy', 'commission']",[]
1604,"[""rome 1996-12-06 the italian upper house senate budget commission has concluded its examination of italy's 1997 budget, and it will approve the measure officially by saturday.""]",[],"['rome', 'italy']","['house', 'senate', 'budget', 'commission']"
1605,"['from tuesday, the full assembly of the senate will start its examination of the financial package.']",[],[],['senate']
1606,"['-- milan newsroom +392 66129502 -docstart- eu, poland agree on oil import tariffs.']",[],"['eu', 'poland']","['milan', 'newsroom']"
1607,"['brussels 1996-12-06 the european union and poland have resolved disagreements over a new polish oil import regime, the european commission said on friday.']",[],"['brussels', 'poland']","['european', 'union', 'european', 'commission']"
1608,"['the eu had objected to increases in polish tariffs on imports of gasoline and gasoil products introduced on january 1, 1996, saying they contravened levels envisaged in the so-called europe agreement between the eu and poland.']",[],"['europe', 'poland']",[]
1609,['the increases were aimed at protecting the polish market while helping to modernise the local oil industry.'],[],[],[]
1610,"['the eu and poland have now reached a final settlement regarding issues related to the polish import regime in the oils sector,']",[],['poland'],[]
1611,['the commission said in a statement.'],[],[],['commission']
1612,"['under the agreement, poland will abolish all oil import tariffs by 2001, remove all oil price controls and end quantitative restrictions on imports by january 1, 1997.']",[],['poland'],[]
1613,"['the agreement includes the early privatisation and modernisation of polish oil refineries, which will be obliged to offer equal treatment to all buyers.']",[],[],[]
1614,['the eu and poland will monitor the settlement at six-monthly meetings.'],[],['poland'],[]
1615,['-docstart- hindu party forces india parliament to adjourn.'],[],['india'],"['hindu', 'party']"
1616,"[""new delhi 1996-12-06 hindu nationalists forced adjournment of india's lower house of parliament on friday, in protest against a proposal to observe a minute's silence over the destruction of a mosque by a hindu mob in 1992.""]",['hindu'],"['new', 'delhi', 'india']",[]
1617,"['members of the hindu nationalist bharatiya janata party( bjp) shouted pro-hindu slogans in the house after a communist deputy made the proposal in remembrance of the babri mosque, which was razed on december 6, 1992.']",[],['babri'],"['hindu', 'nationalist', 'bharatiya', 'janata', 'party']"
1618,['the house was first adjourned for two hours.'],[],[],[]
1619,"['when it reconvened, bjp deputies resumed the slogan-shouting, and deputy speaker suraj bhan suspended work until monday.']","['bjp', 'deputies', 'suraj', 'bhan']",[],[]
1620,"['the destruction of the 16th-century mosque in the northern indian town of ayodhya triggered nationwide hindu-moslem violence in which more than 3,000 people were killed.']",[],"['16th-century', 'ayodhya', 'triggered']",[]
1621,['indian officials blame revenge-minded moslem underworld gangs in bombay for a string of bombings in the city three months later that killed 260 people.'],[],['bombay'],[]
1622,"['the bjp backs a hardline hindu campaign to build a temple at the site of the mosque, which hindus believe was the birthplace of the lord rama.']",[],[],[]
1623,"[""the campaign catapulted bjp from the political fringe to become india's main opposition party in 1991.""]",[],['india'],['1991']
1624,['-docstart- indian sept crude oil output falls to 2.6'],[],[],[]
1625,['mln t.'],[],[],[]
1626,"[""new delhi 1996-12-06 india's crude petroleum output fell to 2.56""]",[],"['new', 'delhi', 'india']",['petroleum']
1627,['million tonnes in september from 2.83'],[],[],[]
1628,"['million in the same month in 1995, the government said on friday.']",[],[],[]
1629,"['steel output sept sept apr-sept apr-sept 1996 1995 1996 1995 crude petroleum 2,557 2,832 15,838 17,648 petroleum products 4,605 5,110 30,589 29,328 note- figures are in thousands of tonnes and preliminary.']",[],[],"['petroleum', '2,557', 'petroleum', 'products', '30,589', '29,328']"
1630,['-docstart- luxembourg christmas market goes on world wide web.'],[],['luxembourg'],[]
1631,"[""brussels 1996-12-06 luxembourg's traditional christmas market, which starts on saturday and runs to december 24, has taken to the world wide web as a way of publicising its activities.""]",[],"['brussels', 'luxembourg']",[]
1632,['the web site( http://www.pt.lu/infoweb/kreschtmaart'],[],[],[]
1633,"["") gives details of the market's concert programme as well as its various retailers.""]",[],[],[]
1634,"['-- brussels newsroom +32 2 287 6810, fax +32 2 230 7710 -docstart- london coal/ ore fixtures.']",[],"['brussels', 'london']","['newsroom', '+32']"
1635,"['london 1996-12-06 coal- lantau peak- 120,000 tones coal hay point or newcastle/ kaohsiung 20-30/1$ 5.25']",[],[],"['london', '1996-12-06', 'coal', 'lantau', 'newcastle']"
1636,['and$ 5.85'],[],[],[]
1637,"['fio respectively 40,000-35,000/ 28,000 shinc china steel.']",[],['china'],[]
1638,"['royal clipper- 77,000 tonnes coal maracaibo/ fos 19/12-2/1$ 9.90']",[],['fos'],"['royal', 'clipper']"
1639,"['fio 20,000 shinc/ 25,000 shinc coe and clerici.']",[],[],[]
1640,"['ore- imc tbn- 70,000 tonnes dampier/ kaohsiung 20-30/12$ 5.25']",[],[],"['ore', 'imc', 'tbn']"
1641,"['fio 35,000 shinc/ 30,000 shinc china steel.']",[],"['shinc', 'china']",[]
1642,['-docstart- uk bookmakers lengthen conservative victory odds.'],[],['uk'],[]
1643,['london 1996-12-06 uk bookmakers william hill said on friday they have lengthened the odds of a conservative victory in the next general election from 9-4 to 5-2.'],"['william', 'hill']","['london', 'uk']","['1996-12-06', '9-4']"
1644,['william hill said the odds were the longest they had been for six months.'],"['william', 'hill']",[],[]
1645,"['the labour opposition are now 1-4 favourites, it said.']",[],[],[]
1646,['the election must be held by may.'],[],[],[]
1647,['-- london newsroom +44 171 542-7768 -docstart- italy tops week of meagre bond returns- salomon.'],[],['italy'],"['london', 'newsroom', 'salomon']"
1648,"['london 1996-12-06 high-flying italy topped the league in a week of meagre returns on government bonds, salomon brothers said on friday.']",[],"['london', '1996-12-06', 'italy', 'meagre']",['salomon']
1649,"['in local currency terms, italian btps offered returns of 0.85']",[],[],[]
1650,"['percent in the week ended on thursday, with fellow high-yielder sweden close behind on 0.80']",[],"['high-yielder', 'sweden']",[]
1651,['percent.'],[],[],[]
1652,['the weekly government bond index rose 0.07'],[],[],[]
1653,['percent in local currency terms.'],[],[],[]
1654,['france managed third place with 0.68'],[],['france'],[]
1655,['percent in the 16-nation world government bond index.'],[],[],[]
1656,"[""canada's were the worst performing bonds.""]",[],['canada'],[]
1657,['they lost 2.21'],[],[],[]
1658,"['percent, depressed by a wave of new canadian supply.']",[],[],[]
1659,['returns on treasuries were also in negative territory at minus 0.24'],[],[],[]
1660,"['percent, the poorest result after canada and british gilts which lost 0.28']",[],['canada'],[]
1661,['percent.'],[],[],[]
1662,"['australia was the only dollar-bloc country in the table to eke out a positive return, albeit a paltry 0.02']",[],['australia'],[]
1663,['percent.'],[],[],[]
1664,"['german bunds were not much better, offering returns of 0.05']",[],[],[]
1665,"['percent, while japanese government bonds managed a 0.38']",[],[],[]
1666,['percent gain.'],[],[],[]
1667,"[""spanish bonds, which had been top performers in salomon brothers' league table for november as a whole, turned in a more subdued weekly performance with a return of only 0.27""]",[],[],['salomon']
1668,['percent.'],[],[],[]
1669,['in u.s.'],[],['u.s.'],[]
1670,"['dollar terms, japan was the only country to give positive returns at 1.35']",[],"['japan', '1.35']",[]
1671,['percent.'],[],[],[]
1672,['france lost 0.37'],[],['france'],[]
1673,"['percent, followed by italy on minus 0.59']",[],['italy'],[]
1674,['percent.'],[],[],[]
1675,"['the biggest losers in dollar terms were british gilts, which shed 3.41']",[],[],[]
1676,"['percent, canada with minus 3.03']",[],['canada'],[]
1677,['percent and australia at minus 1.54'],[],"['australia', 'minus', '1.54']",[]
1678,['percent.'],[],[],[]
1679,"[""salomon's bond index is calculated using all government bonds with over one year to maturity, weighted for market capitalisation.""]",[],[],['salomon']
1680,['only bonds freely available to institutional investors and with a certain minimum amount outstanding are included.'],[],[],[]
1681,['returns take account of price moves and accrued interest.'],[],[],[]
1682,"['-- stephen nisbet, international bonds +44 171 6320 -docstart- opec basket price$ 24.20']","['stephen', 'nisbet']",[],"['international', 'bonds']"
1683,['on thursday.'],[],[],[]
1684,['london 1996-12-06 the price of the opec basket of seven crudes stood at$ 24.20'],[],['london'],[]
1685,"['a barrel on thursday, against$ 23.47']",[],[],[]
1686,"['on wednesday, the opecna news agency said, quoting the opec secretariat.']",[],[],['opecna']
1687,"[""the basket comprises algeria's saharan blend, indonesia's minas, nigeria's bonny light, saudi arabia's arabian light, dubai of the uae, venezuela's tia juana and mexico's isthmus.""]","['saharan', 'blend', 'dubai', 'tia', 'juana']","['algeria', 'indonesia', 'minas', 'nigeria', 'saudi', 'arabia', 'uae', 'venezuela', 'mexico']",[]
1688,"['-- london newsroom +44 171 542 7630 -docstart- relations between clarke, major good- spokesman.']",[],['clarke'],"['london', 'newsroom']"
1689,"[""london 1996-12-06 relations between chancellor of the exchequer kenneth clarke and prime minister john major are good despite media reports of a rift over european policy, a spokesman for major's office said on friday.""]","['kenneth', 'john', 'major']",['london'],['major']
1690,"['asked about the reports, the spokesman said:']",[],[],[]
1691,['relations are good.'],[],[],[]
1692,"[""asked about major's mood after a day of media speculation about his political fortunes, the spokesman said:""]",[],[],[]
